,country,code,indicator,time,percentage
4956,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4957,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4958,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4959,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4960,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4962,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.3911
4963,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.0809
4964,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.6651
4965,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.0003
4966,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.0296
4967,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4968,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4969,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.2591
4970,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4971,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.6075
4972,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.8834
4973,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.4543
4974,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4975,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4976,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4977,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.1158
4978,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,3.0976
4979,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.5068
4980,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.4055
4981,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,5.5985
4982,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.1629
4983,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,1.573
4984,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4985,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.6792
4986,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.1508
4987,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,2.5541
4988,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4989,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.4098
4990,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,NA
4991,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1992,0.5647
4992,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
4993,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.0127
4994,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.0968
4995,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
4996,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
4997,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
4998,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
4999,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5000,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.7463
5001,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5002,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,5.2227
5003,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.8004
5004,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.9734
5005,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5006,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.4478
5007,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5008,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.3693
5009,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.0505
5010,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.0456
5011,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5012,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.1804
5013,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5014,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5015,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5016,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5017,Botswana,BWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.4882
5018,Brazil,BRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.0535
5019,British Virgin Islands,VGB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5020,Brunei Darussalam,BRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.5162
5021,Bulgaria,BGR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.3069
5022,Burkina Faso,BFA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.0923
5023,Burundi,BDI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.0734
5024,Cabo Verde,CPV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5025,Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.1087
5026,Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5027,Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,6.0901
5028,Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5029,Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5030,Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5031,Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5032,Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.3277
5033,China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.314
5034,Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.5601
5035,Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.051
5036,"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5037,"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.5393
5038,Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5039,Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.2849
5040,Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.6887
5041,Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.8395
5042,Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5043,Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.765
5044,Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.1284
5045,Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.1676
5046,Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.0099
5047,Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.6833
5048,Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5049,Ecuador,ECU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5050,"Egypt, Arab Rep.",EGY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5051,El Salvador,SLV,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.7385
5052,Equatorial Guinea,GNQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5053,Eritrea,ERI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5054,Estonia,EST,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.6373
5055,Ethiopia,ETH,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5056,Faroe Islands,FRO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5057,Fiji,FJI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5058,Finland,FIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.7139
5059,France,FRA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.3025
5060,French Polynesia,PYF,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5061,Gabon,GAB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5062,"Gambia, The",GMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5063,Georgia,GEO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5064,Germany,DEU,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.6032
5065,Ghana,GHA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.1213
5066,Gibraltar,GIB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5067,Greece,GRC,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.8586
5068,Greenland,GRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5069,Grenada,GRD,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5070,Guam,GUM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5071,Guatemala,GTM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.731
5072,Guinea,GIN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.1073
5073,Guinea-Bissau,GNB,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5074,Guyana,GUY,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5075,Haiti,HTI,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5076,Honduras,HND,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.8817
5077,"Hong Kong SAR, China",HKG,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.5074
5078,Hungary,HUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.1341
5079,Iceland,ISL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.1507
5080,India,IND,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5081,Indonesia,IDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.9408
5082,"Iran, Islamic Rep.",IRN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5083,Iraq,IRQ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5084,Ireland,IRL,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.0309
5085,Isle of Man,IMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5086,Israel,ISR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,3.0834
5087,Italy,ITA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.842
5088,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5089,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5090,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.1065
5091,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5092,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5093,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5094,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5095,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,4.3258
5096,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5097,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5098,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,2.0943
5099,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.1314
5100,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,1.7013
5101,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,NA
5102,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1993,0.2196
